consumer_id,psychographic_type,brainfry_score,n_recommended,product_id,product_name,brand,price,star_rating,review_count,baseline_type
C034,Maximizer,0.57,3,P0308,비타민 C 파운데이션,닥터지,24000,4.5,1700,random
C035,ValueSeeker,0.32,5,P0021,어성초 스킨,아누아,24000,4.6,3800,random
C035,ValueSeeker,0.32,5,P0012,순수 스킨,에뛰드,8900,4.2,950,random
C035,ValueSeeker,0.32,5,P0010,보리지 스킨,어노브,9800,4.3,680,random
C035,ValueSeeker,0.32,5,P0031,마데카소사이드 스킨,아누아,21000,4.6,2700,random
C035,ValueSeeker,0.32,5,P0043,리들샷 200 스킨,VT코스메틱,26000,4.7,3900,random
C036,ValueSeeker,0.39,4,P0053,누시바 슬로우 에이징 로션,아누아,28000,4.6,2600,random
C036,ValueSeeker,0.39,4,P0067,에어리 핏 로션,에뛰드,9500,4.2,1100,random
C036,ValueSeeker,0.39,4,P0090,피부 진정 로션,바이오힐보,44000,4.7,1600,random
C036,ValueSeeker,0.39,4,P0082,진정 장벽 로션,코스알엑스,23000,4.6,3400,random
C037,ValueSeeker,0.54,3,P0022,시카 트러블 스킨,닥터지,18000,4.5,2600,random
C037,ValueSeeker,0.54,3,P0048,라이스 스킨,조선미녀,18500,4.5,2400,random
C037,ValueSeeker,0.54,3,P0041,레몬 비타민 스킨,닥터지,19000,4.5,2300,random
C038,ValueSeeker,0.31,5,P0461,허니 바디워시,에뛰드,10500,4.3,3200,random
C038,ValueSeeker,0.31,5,P0497,트러블 케어 바디워시,닥터지,19500,4.4,2300,random
C038,ValueSeeker,0.31,5,P0477,나이아신아마이드 바디워시,아누아,18000,4.5,2800,random
C038,ValueSeeker,0.31,5,P0454,어성초 바디워시,아누아,17000,4.5,3100,random
C038,ValueSeeker,0.31,5,P0495,갈락토 바디워시,코스알엑스,19000,4.5,2400,random
C039,ValueSeeker,0.55,3,P0015,퍼펙트 스킨,클리오,16500,4.3,1100,random
C039,ValueSeeker,0.55,3,P0007,1025 독도 스킨,닥터지,17000,4.4,1800,random
C039,ValueSeeker,0.55,3,P0031,마데카소사이드 스킨,아누아,21000,4.6,2700,random
C040,ValueSeeker,0.55,3,P0294,퍼펙트 쿠션,미샤,22000,4.4,3100,random
C040,ValueSeeker,0.55,3,P0299,선케어 쿠션,코스알엑스,28000,4.6,3000,random
C040,ValueSeeker,0.55,3,P0261,세라마이드 쿠션 2호,토리든,28000,4.6,2100,random
C041,ValueSeeker,0.54,3,P0064,퍼펙트 화이트닝 로션,미샤,14000,4.3,1900,random
C041,ValueSeeker,0.54,3,P0056,세라마이드 버블 로션,토리든,24000,4.7,3200,random
C041,ValueSeeker,0.54,3,P0093,진정 로션,코스알엑스,22000,4.6,3200,random
C042,ValueSeeker,0.4,4,P0441,프로틴 샴푸,이니스프리,20000,4.4,2400,random
C042,ValueSeeker,0.4,4,P0435,내추럴 샴푸,에뛰드,13000,4.2,1800,random
C042,ValueSeeker,0.4,4,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,random
C042,ValueSeeker,0.4,4,P0426,히알루론 두피 샴푸,토리든,22000,4.5,2300,random
C043,ValueSeeker,0.27,5,P0060,선물 같은 로션,에뛰드,9900,4.2,820,random
C043,ValueSeeker,0.27,5,P0098,어성초 로션,아누아,23000,4.6,3100,random
C043,ValueSeeker,0.27,5,P0095,영양 로션,미샤,17000,4.4,2300,random
C043,ValueSeeker,0.27,5,P0053,누시바 슬로우 에이징 로션,아누아,28000,4.6,2600,random
C043,ValueSeeker,0.27,5,P0074,갈락토미세스 로션,코스알엑스,22000,4.6,2800,random
C044,ValueSeeker,0.32,5,P0414,딥 리페어 샴푸,바이오힐보,36000,4.7,1500,random
C044,ValueSeeker,0.32,5,P0415,쿨링 민트 샴푸,닥터지,21000,4.5,3100,random
C044,ValueSeeker,0.32,5,P0436,수분 샴푸,라네즈,33000,4.7,3400,random
C044,ValueSeeker,0.32,5,P0423,콜라겐 샴푸,바이오힐보,36000,4.7,2100,random
C044,ValueSeeker,0.32,5,P0431,세라마이드 샴푸,토리든,21000,4.6,2400,random
C045,ValueSeeker,0.31,5,P0129,나이아신아마이드 마스크팩,토리든,3500,4.6,3600,random
C045,ValueSeeker,0.31,5,P0122,시카 진정 마스크팩,코스알엑스,4500,4.7,6500,random
C045,ValueSeeker,0.31,5,P0126,수면 마스크팩,라네즈,35000,4.8,6100,random
C045,ValueSeeker,0.31,5,P0101,NMF 앰플 마스크팩,코스알엑스,2500,4.7,5000,random
C045,ValueSeeker,0.31,5,P0137,릴리프 마스크팩,에뛰드,1600,4.2,3500,random
C046,ValueSeeker,0.45,4,P0061,수분 로션,코스알엑스,20000,4.7,3900,random
C046,ValueSeeker,0.45,4,P0087,로즈 로션,이니스프리,22000,4.4,2000,random
C046,ValueSeeker,0.45,4,P0064,퍼펙트 화이트닝 로션,미샤,14000,4.3,1900,random
C046,ValueSeeker,0.45,4,P0053,누시바 슬로우 에이징 로션,아누아,28000,4.6,2600,random
C047,ValueSeeker,0.44,4,P0017,라이트 풀 워터 스킨,라네즈,32000,4.6,2200,random
C047,ValueSeeker,0.44,4,P0046,알로에 스킨,이니스프리,13000,4.3,3200,random
C047,ValueSeeker,0.44,4,P0038,펩타이드 스킨,바이오힐보,36000,4.7,1800,random
C047,ValueSeeker,0.44,4,P0012,순수 스킨,에뛰드,8900,4.2,950,random
C048,ValueSeeker,0.33,5,P0426,히알루론 두피 샴푸,토리든,22000,4.5,2300,random
C048,ValueSeeker,0.33,5,P0432,리페어 샴푸,미샤,17000,4.4,2700,random
C048,ValueSeeker,0.33,5,P0420,로즈마리 두피 샴푸,아누아,20000,4.5,2400,random
C048,ValueSeeker,0.33,5,P0405,시카 스칼프 샴푸,코스알엑스,21000,4.5,2600,random
C048,ValueSeeker,0.33,5,P0434,클린 두피 샴푸,코스알엑스,21500,4.5,2800,random
C049,ValueSeeker,0.3,5,P0144,수분 앰플 마스크팩,라네즈,5500,4.7,3600,random
C049,ValueSeeker,0.3,5,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,random
C049,ValueSeeker,0.3,5,P0137,릴리프 마스크팩,에뛰드,1600,4.2,3500,random
C049,ValueSeeker,0.3,5,P0136,트러블 케어 마스크팩,닥터지,2800,4.5,3900,random
C049,ValueSeeker,0.3,5,P0131,히알루론 마스크팩,라네즈,5000,4.7,3200,random
C050,ValueSeeker,0.28,5,P0293,수분 쿠션,이니스프리,24000,4.5,3800,random
C050,ValueSeeker,0.28,5,P0275,그린티 쿠션,이니스프리,25000,4.5,4100,random
C050,ValueSeeker,0.28,5,P0260,인텐스 커버 쿠션,클리오,26000,4.5,3300,random
C050,ValueSeeker,0.28,5,P0285,슬로우 에이징 쿠션,아누아,33000,4.7,2000,random
C050,ValueSeeker,0.28,5,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,random
C051,ValueSeeker,0.33,5,P0442,클린 스칼프 샴푸,에뛰드,12000,4.2,1700,random
C051,ValueSeeker,0.33,5,P0450,쌀뜨물 샴푸,조선미녀,17500,4.5,2300,random
C051,ValueSeeker,0.33,5,P0418,생강 탈모 샴푸,미샤,16000,4.4,2800,random
C051,ValueSeeker,0.33,5,P0416,히알루론 두피 샴푸,토리든,22000,4.6,2100,random
C051,ValueSeeker,0.33,5,P0433,펩타이드 샴푸,바이오힐보,38000,4.8,1600,random
C052,ValueSeeker,0.33,5,P0426,히알루론 두피 샴푸,토리든,22000,4.5,2300,random
C052,ValueSeeker,0.33,5,P0408,퍼밍 샴푸,바이오힐보,35000,4.7,1800,random
C052,ValueSeeker,0.33,5,P0416,히알루론 두피 샴푸,토리든,22000,4.6,2100,random
C052,ValueSeeker,0.33,5,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3800,random
C052,ValueSeeker,0.33,5,P0401,퍼퓸드 샴푸,라네즈,32000,4.7,3200,random
C053,ValueSeeker,0.26,5,P0134,골드 앰플 마스크팩,미샤,3500,4.4,2500,random
C053,ValueSeeker,0.26,5,P0145,브라이트닝 마스크팩,조선미녀,3000,4.5,3200,random
C053,ValueSeeker,0.26,5,P0129,나이아신아마이드 마스크팩,토리든,3500,4.6,3600,random
C053,ValueSeeker,0.26,5,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,2200,random
C053,ValueSeeker,0.26,5,P0143,트러블 마스크팩,코스알엑스,4000,4.7,5200,random
C054,ValueSeeker,0.47,4,P0079,마데카소사이드 로션,아누아,24000,4.6,2900,random
C054,ValueSeeker,0.47,4,P0081,히알루론 로션,라네즈,36000,4.7,3800,random
C054,ValueSeeker,0.47,4,P0078,비타민 로션,조선미녀,22000,4.5,2400,random
C054,ValueSeeker,0.47,4,P0051,시카 로션,코스알엑스,21000,4.7,4100,random
C055,ValueSeeker,0.52,3,P0255,그린티 씨드 쿠션,이니스프리,24000,4.5,3800,random
C055,ValueSeeker,0.52,3,P0299,선케어 쿠션,코스알엑스,28000,4.6,3000,random
C055,ValueSeeker,0.52,3,P0295,라이트 쿠션,에뛰드,18500,4.3,2400,random
C056,ValueSeeker,0.26,5,P0494,판테놀 바디워시,토리든,18000,4.5,2600,random
C056,ValueSeeker,0.26,5,P0452,그린티 바디워시,이니스프리,16000,4.5,3800,random
C056,ValueSeeker,0.26,5,P0487,내추럴 바디워시,어노브,11000,4.2,1900,random
C056,ValueSeeker,0.26,5,P0480,민트 바디워시,닥터지,19000,4.4,2600,random
C056,ValueSeeker,0.26,5,P0483,히알루론 바디워시,토리든,18500,4.5,2700,random
C057,ValueSeeker,0.32,5,P0278,어드밴스드 쿠션 SPF50,닥터지,36000,4.7,2300,random
C057,ValueSeeker,0.32,5,P0280,비타민 쿠션 SPF50+,바이오힐보,38000,4.7,1900,random
C057,ValueSeeker,0.32,5,P0291,내추럴 쿠션,미샤,22000,4.4,2800,random
C057,ValueSeeker,0.32,5,P0256,프레시 팝 쿠션,에뛰드,19000,4.3,2600,random
C057,ValueSeeker,0.32,5,P0294,퍼펙트 쿠션,미샤,22000,4.4,3100,random
C058,ValueSeeker,0.53,3,P0411,라이스 워터 샴푸,조선미녀,18500,4.6,2600,random
C058,ValueSeeker,0.53,3,P0441,프로틴 샴푸,이니스프리,20000,4.4,2400,random
C058,ValueSeeker,0.53,3,P0420,로즈마리 두피 샴푸,아누아,20000,4.5,2400,random
C059,ValueSeeker,0.26,5,P0479,로즈 바디워시,이니스프리,18000,4.5,3200,random
C059,ValueSeeker,0.26,5,P0476,펩타이드 바디워시,바이오힐보,32000,4.7,1700,random
C059,ValueSeeker,0.26,5,P0491,그린티 바디워시,이니스프리,17500,4.5,3600,random
C059,ValueSeeker,0.26,5,P0458,펩타이드 바디워시,바이오힐보,32000,4.7,1900,random
C059,ValueSeeker,0.26,5,P0484,비타민 C 바디워시,조선미녀,17000,4.5,2400,random
C060,ValueSeeker,0.49,4,P0128,마데카소사이드 마스크팩,닥터지,3800,4.5,3100,random
C060,ValueSeeker,0.49,4,P0141,바나나 마스크팩,에뛰드,1700,4.2,3800,random
C060,ValueSeeker,0.49,4,P0143,트러블 마스크팩,코스알엑스,4000,4.7,5200,random
C060,ValueSeeker,0.49,4,P0116,리얼 히알루론 마스크팩,코스알엑스,2800,4.6,4200,random
C061,ValueSeeker,0.31,5,P0490,쿨링 바디워시,어노브,10500,4.2,1800,random
C061,ValueSeeker,0.31,5,P0498,쿨링 바디워시,이니스프리,17000,4.4,3100,random
C061,ValueSeeker,0.31,5,P0474,시카 바디워시,코스알엑스,19000,4.6,4500,random
C061,ValueSeeker,0.31,5,P0455,라이스 바디워시,조선미녀,15000,4.4,2200,random
C061,ValueSeeker,0.31,5,P0493,오트밀 수딩 바디워시,이니스프리,17000,4.4,2900,random
C062,ValueSeeker,0.45,4,P0092,진정 로션,이니스프리,21500,4.5,2800,random
C062,ValueSeeker,0.45,4,P0076,펩타이드 로션,토리든,27000,4.6,2300,random
C062,ValueSeeker,0.45,4,P0095,영양 로션,미샤,17000,4.4,2300,random
C062,ValueSeeker,0.45,4,P0068,딥 히드라 로션,토리든,26000,4.6,2800,random
C063,ValueSeeker,0.36,4,P0341,내추럴 파운데이션,아누아,23000,4.5,2300,random
C063,ValueSeeker,0.36,4,P0334,내추럴 파운데이션,이니스프리,22000,4.4,2600,random
C063,ValueSeeker,0.36,4,P0307,에어 스킨 핏 파운데이션,에뛰드,20000,4.3,1900,random
C063,ValueSeeker,0.36,4,P0330,글로우 파운데이션,롬앤,24000,4.5,2500,random
C064,ValueSeeker,0.42,4,P0113,비타민 C 마스크팩,조선미녀,3200,4.6,3400,random
C064,ValueSeeker,0.42,4,P0129,나이아신아마이드 마스크팩,토리든,3500,4.6,3600,random
C064,ValueSeeker,0.42,4,P0140,레티놀 마스크팩,닥터지,5500,4.6,1800,random
C064,ValueSeeker,0.42,4,P0119,콜라겐 탄력 마스크팩,닥터지,3500,4.5,2900,random
C065,ValueSeeker,0.47,4,P0112,젤 마스크팩,토리든,28000,4.7,3600,random
C065,ValueSeeker,0.47,4,P0106,시카 카밍 마스크팩,닥터지,3500,4.6,3100,random
C065,ValueSeeker,0.47,4,P0115,황금 앰플 마스크팩,바이오힐보,6000,4.7,2600,random
C065,ValueSeeker,0.47,4,P0143,트러블 마스크팩,코스알엑스,4000,4.7,5200,random
C066,ValueSeeker,0.31,5,P0497,트러블 케어 바디워시,닥터지,19500,4.4,2300,random
C066,ValueSeeker,0.31,5,P0460,쿨링 바디워시,어노브,10000,4.2,1700,random
C066,ValueSeeker,0.31,5,P0453,시카 바디워시,코스알엑스,18000,4.6,4200,random
C066,ValueSeeker,0.31,5,P0462,유자 바디워시,이니스프리,17000,4.5,3400,random
C066,ValueSeeker,0.31,5,P0496,어성초 바디워시,조선미녀,16500,4.5,2500,random
C067,ValueSeeker,0.27,5,P0128,마데카소사이드 마스크팩,닥터지,3800,4.5,3100,random
C067,ValueSeeker,0.27,5,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,random
C067,ValueSeeker,0.27,5,P0106,시카 카밍 마스크팩,닥터지,3500,4.6,3100,random
C067,ValueSeeker,0.27,5,P0101,NMF 앰플 마스크팩,코스알엑스,2500,4.7,5000,random
C067,ValueSeeker,0.27,5,P0103,리얼 네이처 마스크팩,네이처리퍼블릭,1500,4.2,6000,random
C068,ValueSeeker,0.4,4,P0267,더마 쿠션 SPF50+,닥터지,29000,4.5,2500,random
C068,ValueSeeker,0.4,4,P0300,슬림 쿠션,어노브,18000,4.2,2000,random
C068,ValueSeeker,0.4,4,P0285,슬로우 에이징 쿠션,아누아,33000,4.7,2000,random
C068,ValueSeeker,0.4,4,P0257,라이트 핏 쿠션,미샤,22000,4.4,2900,random
C069,LossAverse,0.46,4,P0415,쿨링 민트 샴푸,닥터지,21000,4.5,3100,random
C069,LossAverse,0.46,4,P0416,히알루론 두피 샴푸,토리든,22000,4.6,2100,random
C069,LossAverse,0.46,4,P0436,수분 샴푸,라네즈,33000,4.7,3400,random
C069,LossAverse,0.46,4,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,random
C070,LossAverse,0.56,3,P0493,오트밀 수딩 바디워시,이니스프리,17000,4.4,2900,random
C070,LossAverse,0.56,3,P0462,유자 바디워시,이니스프리,17000,4.5,3400,random
C070,LossAverse,0.56,3,P0461,허니 바디워시,에뛰드,10500,4.3,3200,random
C071,LossAverse,0.58,3,P0498,쿨링 바디워시,이니스프리,17000,4.4,3100,random
C071,LossAverse,0.58,3,P0457,릴렉싱 바디워시,미샤,11000,4.3,2600,random
C071,LossAverse,0.58,3,P0472,그린티 바디워시,이니스프리,17000,4.5,3900,random
C072,LossAverse,0.55,3,P0266,글로우 쿠션,롬앤,25000,4.5,2800,random
C072,LossAverse,0.55,3,P0280,비타민 쿠션 SPF50+,바이오힐보,38000,4.7,1900,random
C072,LossAverse,0.55,3,P0276,라이스 브라이트닝 쿠션,조선미녀,24000,4.6,3000,random
C073,LossAverse,0.65,2,P0019,나이아신아마이드 15 스킨,아누아,23000,4.6,3300,random
C073,LossAverse,0.65,2,P0036,비타민 스킨,닥터지,19500,4.5,2200,random
C074,LossAverse,0.41,4,P0079,마데카소사이드 로션,아누아,24000,4.6,2900,random
C074,LossAverse,0.41,4,P0081,히알루론 로션,라네즈,36000,4.7,3800,random
C074,LossAverse,0.41,4,P0099,트러블 진정 로션,닥터지,20000,4.5,2800,random
C074,LossAverse,0.41,4,P0094,판테놀 로션,토리든,24000,4.6,2700,random
C075,LossAverse,0.57,3,P0280,비타민 쿠션 SPF50+,바이오힐보,38000,4.7,1900,random
C075,LossAverse,0.57,3,P0269,누드 쿠션,아누아,26000,4.6,2200,random
C075,LossAverse,0.57,3,P0276,라이스 브라이트닝 쿠션,조선미녀,24000,4.6,3000,random
C076,LossAverse,0.61,3,P0096,라이트 로션,이니스프리,21000,4.5,2900,random
C076,LossAverse,0.61,3,P0089,클린 로션,에뛰드,9000,4.2,1300,random
C076,LossAverse,0.61,3,P0077,수분 폭탄 로션,이니스프리,24000,4.5,3100,random
C077,LossAverse,0.56,3,P0330,글로우 파운데이션,롬앤,24000,4.5,2500,random
C077,LossAverse,0.56,3,P0331,에어리 파운데이션,에뛰드,19000,4.3,2300,random
C077,LossAverse,0.56,3,P0303,워터 슬리핑 파운데이션,라네즈,40000,4.7,4100,random
C078,LossAverse,0.64,3,P0080,레티놀 로션,닥터지,35000,4.7,2600,random
C078,LossAverse,0.64,3,P0081,히알루론 로션,라네즈,36000,4.7,3800,random
C078,LossAverse,0.64,3,P0090,피부 진정 로션,바이오힐보,44000,4.7,1600,random
C079,LossAverse,0.53,3,P0345,슬림핏 파운데이션,클리오,25000,4.6,3400,random
C079,LossAverse,0.53,3,P0349,내추럴 커버 파운데이션,어노브,15500,4.2,1600,random
C079,LossAverse,0.53,3,P0314,세라마이드 파운데이션 리필,토리든,21000,4.5,1600,random
C080,LossAverse,0.65,2,P0308,비타민 C 파운데이션,닥터지,24000,4.5,1700,random
C080,LossAverse,0.65,2,P0339,라이트 파운데이션,에뛰드,20000,4.3,2000,random
C081,LossAverse,0.42,4,P0132,로즈 마스크팩,이니스프리,2500,4.4,2800,random
C081,LossAverse,0.42,4,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,2900,random
C081,LossAverse,0.42,4,P0103,리얼 네이처 마스크팩,네이처리퍼블릭,1500,4.2,6000,random
C081,LossAverse,0.42,4,P0106,시카 카밍 마스크팩,닥터지,3500,4.6,3100,random
C082,LossAverse,0.67,2,P0149,클레이 마스크팩,미샤,4000,4.4,2600,random
C082,LossAverse,0.67,2,P0145,브라이트닝 마스크팩,조선미녀,3000,4.5,3200,random
C083,LossAverse,0.61,3,P0479,로즈 바디워시,이니스프리,18000,4.5,3200,random
C083,LossAverse,0.61,3,P0459,수분 바디워시,토리든,17500,4.6,2500,random
C083,LossAverse,0.61,3,P0470,세라마이드 바디워시,바이오힐보,30000,4.7,1600,random
C084,LossAverse,0.56,3,P0150,꿀 마스크팩,이니스프리,2000,4.4,5500,random
C084,LossAverse,0.56,3,P0143,트러블 마스크팩,코스알엑스,4000,4.7,5200,random
C084,LossAverse,0.56,3,P0146,진정 쿨링 마스크팩,닥터지,3200,4.5,2900,random
C085,LossAverse,0.67,2,P0462,유자 바디워시,이니스프리,17000,4.5,3400,random
C085,LossAverse,0.67,2,P0482,수분 바디워시,라네즈,29000,4.8,5800,random
C086,LossAverse,0.63,3,P0131,히알루론 마스크팩,라네즈,5000,4.7,3200,random
C086,LossAverse,0.63,3,P0118,허니 마스크팩,어노브,1600,4.2,2300,random
C086,LossAverse,0.63,3,P0125,비타민 C 마스크팩,조선미녀,3000,4.6,4200,random
C087,LossAverse,0.53,3,P0124,펩타이드 마스크팩,토리든,4000,4.6,3800,random
C087,LossAverse,0.53,3,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,2900,random
C087,LossAverse,0.53,3,P0134,골드 앰플 마스크팩,미샤,3500,4.4,2500,random
C088,LossAverse,0.65,2,P0272,워터 쿠션 SPF50,라네즈,40000,4.8,6100,random
C088,LossAverse,0.65,2,P0264,라이스 쿠션,조선미녀,23000,4.6,2700,random
C089,LossAverse,0.59,3,P0036,비타민 스킨,닥터지,19500,4.5,2200,random
C089,LossAverse,0.59,3,P0019,나이아신아마이드 15 스킨,아누아,23000,4.6,3300,random
C089,LossAverse,0.59,3,P0039,아이스 스킨,이니스프리,20000,4.4,2100,random
C090,LossAverse,0.5,4,P0122,시카 진정 마스크팩,코스알엑스,4500,4.7,6500,random
C090,LossAverse,0.5,4,P0124,펩타이드 마스크팩,토리든,4000,4.6,3800,random
C090,LossAverse,0.5,4,P0142,수딩 아쿠아 마스크팩,아누아,3000,4.6,3500,random
C090,LossAverse,0.5,4,P0115,황금 앰플 마스크팩,바이오힐보,6000,4.7,2600,random
C091,LossAverse,0.48,4,P0101,NMF 앰플 마스크팩,코스알엑스,2500,4.7,5000,random
C091,LossAverse,0.48,4,P0122,시카 진정 마스크팩,코스알엑스,4500,4.7,6500,random
C091,LossAverse,0.48,4,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,2200,random
C091,LossAverse,0.48,4,P0116,리얼 히알루론 마스크팩,코스알엑스,2800,4.6,4200,random
C092,LossAverse,0.6,3,P0148,리페어 마스크팩,바이오힐보,6000,4.7,2400,random
C092,LossAverse,0.6,3,P0131,히알루론 마스크팩,라네즈,5000,4.7,3200,random
C092,LossAverse,0.6,3,P0104,그린티 마스크팩,이니스프리,2000,4.4,7000,random
