consumer_id,psychographic_type,preference_style,budget_amount,skin_type,subcategory,brainfry_score,product_id,product_name,brand,price,star_rating,product_style,product_subcat
C002,Maximizer,utilitarian,27674,all,스킨,0.56,47,판테놀 스킨,코스알엑스,23000,4.6,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,2,시카페어 스킨,코스알엑스,19800,4.6,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,9,AHA BHA 클라리파잉 스킨,코스알엑스,22000,4.6,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,14,시카 리페어 스킨,닥터지,19000,4.5,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,34,갈락토미세스 스킨,코스알엑스,19000,4.5,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,42,판테놀 수딩 스킨,코스알엑스,18500,4.5,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,4,토닝 스킨,아누아,22000,4.5,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,22,시카 트러블 스킨,닥터지,18000,4.5,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,29,알란토인 수딩 스킨,코스알엑스,17000,4.5,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,36,비타민 스킨,닥터지,19500,4.5,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,41,레몬 비타민 스킨,닥터지,19000,4.5,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,44,트러블 스킨,닥터지,22000,4.5,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,11,레티놀 유스 액티베이팅 스킨,미샤,15000,4.4,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,49,쿨링 스킨,닥터지,21000,4.4,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,7,1025 독도 스킨,닥터지,17000,4.4,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,20,징코 스킨,조선미녀,19500,4.4,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,39,아이스 스킨,이니스프리,20000,4.4,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,50,포어 스킨,미샤,16000,4.4,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,10,보리지 스킨,어노브,9800,4.3,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,46,알로에 스킨,이니스프리,13000,4.3,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,26,수분 토닝 스킨,에뛰드,8500,4.2,utilitarian,스킨
C002,Maximizer,utilitarian,27674,all,스킨,0.56,40,순한 pH 스킨,에뛰드,7900,4.2,utilitarian,스킨
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,416,히알루론 두피 샴푸,토리든,22000,4.6,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,431,세라마이드 샴푸,토리든,21000,4.6,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,402,그린티 헤어 샴푸,이니스프리,18000,4.5,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,409,하이드라 샴푸,토리든,20000,4.5,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,420,로즈마리 두피 샴푸,아누아,20000,4.5,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,426,히알루론 두피 샴푸,토리든,22000,4.5,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,428,로즈마리 두피 샴푸,이니스프리,20500,4.5,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,444,판테놀 샴푸,토리든,21500,4.5,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,446,갈락토 샴푸,코스알엑스,22000,4.5,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,413,그린티 헤어 케어 샴푸,이니스프리,19000,4.4,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,425,녹차 두피 샴푸,이니스프리,19000,4.4,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,432,리페어 샴푸,미샤,17000,4.4,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,437,볼륨 샴푸,이니스프리,19500,4.4,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,441,프로틴 샴푸,이니스프리,20000,4.4,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,449,나이트 리페어 샴푸,미샤,18000,4.4,utilitarian,샴푸
C003,Maximizer,utilitarian,26279,dry,샴푸,0.61,418,생강 탈모 샴푸,미샤,16000,4.4,utilitarian,샴푸
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,301,킬 커버 파운데이션,클리오,32000,4.8,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,317,래스팅 픽스 파운데이션,클리오,33000,4.8,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,321,킬 커버 글로우 파운데이션,클리오,34000,4.8,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,335,리얼 스킨 파운데이션,바이오힐보,43000,4.8,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,333,프로 파운데이션,클리오,35000,4.7,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,316,어드밴스드 파운데이션,닥터지,26000,4.6,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,319,시카 파운데이션,아누아,22000,4.6,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,324,시카 파운데이션,코스알엑스,27000,4.6,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,345,슬림핏 파운데이션,클리오,25000,4.6,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,327,비타민 파운데이션,닥터지,25000,4.5,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,329,마데카소사이드 파운데이션,아누아,25000,4.5,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,341,내추럴 파운데이션,아누아,23000,4.5,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,304,퍼펙트 래스팅 파운데이션,미샤,18000,4.4,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,311,퍼펙트 커버 파운데이션,미샤,19000,4.4,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,334,내추럴 파운데이션,이니스프리,22000,4.4,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,343,볼륨 파운데이션,이니스프리,22000,4.4,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,346,에어 파운데이션,미샤,18000,4.4,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,332,데일리 파운데이션,미샤,16000,4.3,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,338,슬림핏 파운데이션,어노브,16000,4.2,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,349,내추럴 커버 파운데이션,어노브,15500,4.2,utilitarian,파운데이션
C004,Maximizer,utilitarian,44719,combo,파운데이션,0.81,320,올데이 파운데이션,어노브,15000,4.2,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,51,시카 로션,코스알엑스,21000,4.7,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,82,진정 장벽 로션,코스알엑스,23000,4.6,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,93,진정 로션,코스알엑스,22000,4.6,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,319,시카 파운데이션,아누아,22000,4.6,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,63,그린티 밸런싱 로션,이니스프리,21000,4.5,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,85,시카 복구 로션,닥터지,21000,4.5,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,92,진정 로션,이니스프리,21500,4.5,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,97,갈락토 로션,코스알엑스,20000,4.5,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,341,내추럴 파운데이션,아누아,23000,4.5,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,69,비타민 로션,닥터지,23000,4.4,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,304,퍼펙트 래스팅 파운데이션,미샤,18000,4.4,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,311,퍼펙트 커버 파운데이션,미샤,19000,4.4,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,334,내추럴 파운데이션,이니스프리,22000,4.4,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,343,볼륨 파운데이션,이니스프리,22000,4.4,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,346,에어 파운데이션,미샤,18000,4.4,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,88,갈락토 에센스 로션,미샤,17000,4.4,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,64,퍼펙트 화이트닝 로션,미샤,14000,4.3,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,70,데일리 로션,어노브,8800,4.3,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,332,데일리 파운데이션,미샤,16000,4.3,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,338,슬림핏 파운데이션,어노브,16000,4.2,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,349,내추럴 커버 파운데이션,어노브,15500,4.2,utilitarian,파운데이션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,89,클린 로션,에뛰드,9000,4.2,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,91,데일리 촉촉 로션,에뛰드,9500,4.2,utilitarian,로션
C005,Maximizer,utilitarian,23574,combo,"로션,파운데이션",0.84,320,올데이 파운데이션,어노브,15000,4.2,utilitarian,파운데이션
C006,Maximizer,utilitarian,33039,all,스킨,0.66,6,히알루론 스킨,토리든,21000,4.7,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,16,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,35,리들샷 100 스킨,VT코스메틱,23000,4.7,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,43,리들샷 200 스킨,VT코스메틱,26000,4.7,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,1,그린티 씨드 스킨,이니스프리,25000,4.7,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,19,나이아신아마이드 15 스킨,아누아,23000,4.6,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,21,어성초 스킨,아누아,24000,4.6,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,28,나이아신아마이드 스킨,토리든,20000,4.6,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,31,마데카소사이드 스킨,아누아,21000,4.6,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,33,세라마이드 스킨,토리든,22000,4.6,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,47,판테놀 스킨,코스알엑스,23000,4.6,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,2,시카페어 스킨,코스알엑스,19800,4.6,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,9,AHA BHA 클라리파잉 스킨,코스알엑스,22000,4.6,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,14,시카 리페어 스킨,닥터지,19000,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,34,갈락토미세스 스킨,코스알엑스,19000,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,42,판테놀 수딩 스킨,코스알엑스,18500,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,4,토닝 스킨,아누아,22000,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,8,멀티 버텍스 UV 스킨,바이오힐보,29000,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,22,시카 트러블 스킨,닥터지,18000,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,29,알란토인 수딩 스킨,코스알엑스,17000,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,36,비타민 스킨,닥터지,19500,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,41,레몬 비타민 스킨,닥터지,19000,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,44,트러블 스킨,닥터지,22000,4.5,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,11,레티놀 유스 액티베이팅 스킨,미샤,15000,4.4,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,49,쿨링 스킨,닥터지,21000,4.4,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,7,1025 독도 스킨,닥터지,17000,4.4,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,20,징코 스킨,조선미녀,19500,4.4,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,39,아이스 스킨,이니스프리,20000,4.4,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,50,포어 스킨,미샤,16000,4.4,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,10,보리지 스킨,어노브,9800,4.3,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,46,알로에 스킨,이니스프리,13000,4.3,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,26,수분 토닝 스킨,에뛰드,8500,4.2,utilitarian,스킨
C006,Maximizer,utilitarian,33039,all,스킨,0.66,40,순한 pH 스킨,에뛰드,7900,4.2,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,6,히알루론 스킨,토리든,21000,4.7,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,16,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,35,리들샷 100 스킨,VT코스메틱,23000,4.7,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,43,리들샷 200 스킨,VT코스메틱,26000,4.7,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,1,그린티 씨드 스킨,이니스프리,25000,4.7,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,19,나이아신아마이드 15 스킨,아누아,23000,4.6,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,21,어성초 스킨,아누아,24000,4.6,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,28,나이아신아마이드 스킨,토리든,20000,4.6,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,31,마데카소사이드 스킨,아누아,21000,4.6,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,33,세라마이드 스킨,토리든,22000,4.6,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,47,판테놀 스킨,코스알엑스,23000,4.6,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,403,더마 스칼프 샴푸,닥터지,22000,4.6,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,404,어성초 두피 샴푸,아누아,19000,4.6,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,416,히알루론 두피 샴푸,토리든,22000,4.6,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,422,어성초 두피 샴푸,아누아,21000,4.6,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,431,세라마이드 샴푸,토리든,21000,4.6,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,2,시카페어 스킨,코스알엑스,19800,4.6,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,9,AHA BHA 클라리파잉 스킨,코스알엑스,22000,4.6,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,14,시카 리페어 스킨,닥터지,19000,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,34,갈락토미세스 스킨,코스알엑스,19000,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,42,판테놀 수딩 스킨,코스알엑스,18500,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,405,시카 스칼프 샴푸,코스알엑스,21000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,424,시카 두피 샴푸,코스알엑스,23000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,427,나이아신아마이드 두피 샴푸,아누아,20000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,434,클린 두피 샴푸,코스알엑스,21500,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,439,마데카소사이드 샴푸,닥터지,21500,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,4,토닝 스킨,아누아,22000,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,8,멀티 버텍스 UV 스킨,바이오힐보,29000,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,22,시카 트러블 스킨,닥터지,18000,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,29,알란토인 수딩 스킨,코스알엑스,17000,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,36,비타민 스킨,닥터지,19500,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,41,레몬 비타민 스킨,닥터지,19000,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,44,트러블 스킨,닥터지,22000,4.5,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,402,그린티 헤어 샴푸,이니스프리,18000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,409,하이드라 샴푸,토리든,20000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,412,시카 두피 샴푸,코스알엑스,22500,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,415,쿨링 민트 샴푸,닥터지,21000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,420,로즈마리 두피 샴푸,아누아,20000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,426,히알루론 두피 샴푸,토리든,22000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,428,로즈마리 두피 샴푸,이니스프리,20500,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,429,민트 쿨링 샴푸,닥터지,22000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,438,생강 두피 샴푸,조선미녀,18000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,444,판테놀 샴푸,토리든,21500,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,445,어성초 샴푸,조선미녀,18500,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,446,갈락토 샴푸,코스알엑스,22000,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,447,트러블 케어 샴푸,닥터지,22500,4.5,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,11,레티놀 유스 액티베이팅 스킨,미샤,15000,4.4,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,49,쿨링 스킨,닥터지,21000,4.4,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,413,그린티 헤어 케어 샴푸,이니스프리,19000,4.4,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,425,녹차 두피 샴푸,이니스프리,19000,4.4,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,432,리페어 샴푸,미샤,17000,4.4,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,437,볼륨 샴푸,이니스프리,19500,4.4,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,441,프로틴 샴푸,이니스프리,20000,4.4,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,449,나이트 리페어 샴푸,미샤,18000,4.4,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,7,1025 독도 스킨,닥터지,17000,4.4,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,20,징코 스킨,조선미녀,19500,4.4,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,39,아이스 스킨,이니스프리,20000,4.4,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,50,포어 스킨,미샤,16000,4.4,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,418,생강 탈모 샴푸,미샤,16000,4.4,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,10,보리지 스킨,어노브,9800,4.3,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,46,알로에 스킨,이니스프리,13000,4.3,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,407,클렌징 샴푸,미샤,12000,4.3,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,440,쿨 민트 샴푸,코스알엑스,13500,4.3,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,410,쿨링 두피 샴푸,어노브,11000,4.2,utilitarian,샴푸
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,26,수분 토닝 스킨,에뛰드,8500,4.2,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,40,순한 pH 스킨,에뛰드,7900,4.2,utilitarian,스킨
C007,Maximizer,utilitarian,31423,all,"샴푸,스킨",0.84,442,클린 스칼프 샴푸,에뛰드,12000,4.2,utilitarian,샴푸
C008,Maximizer,utilitarian,39606,combo,샴푸,0.61,433,펩타이드 샴푸,바이오힐보,38000,4.8,utilitarian,샴푸
C008,Maximizer,utilitarian,39606,combo,샴푸,0.61,408,퍼밍 샴푸,바이오힐보,35000,4.7,utilitarian,샴푸
