consumer_id,psychographic_type,brainfry_score,n_recommended,product_id,product_name,brand,price,star_rating,review_count,baseline_type
C011,Maximizer,0.75,2,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C012,Maximizer,0.69,2,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C012,Maximizer,0.69,2,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C013,Maximizer,0.8,1,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C014,Maximizer,0.81,1,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C015,Maximizer,0.69,2,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C015,Maximizer,0.69,2,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C016,Maximizer,0.73,2,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C016,Maximizer,0.73,2,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C017,Maximizer,0.58,3,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C017,Maximizer,0.58,3,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,popular
C017,Maximizer,0.58,3,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3800,popular
C018,Maximizer,0.75,2,P0301,킬 커버 파운데이션,클리오,32000,4.8,6500,popular
C018,Maximizer,0.75,2,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,5800,popular
C019,Maximizer,0.84,1,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C020,Maximizer,0.74,2,P0301,킬 커버 파운데이션,클리오,32000,4.8,6500,popular
C020,Maximizer,0.74,2,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,5800,popular
C021,Maximizer,0.84,1,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C022,Maximizer,0.74,2,P0301,킬 커버 파운데이션,클리오,32000,4.8,6500,popular
C022,Maximizer,0.74,2,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,5800,popular
C023,Maximizer,0.84,1,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C024,Maximizer,0.81,1,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,5000,popular
C025,Maximizer,0.83,1,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C026,Maximizer,0.69,2,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C026,Maximizer,0.69,2,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C027,Maximizer,0.78,2,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C027,Maximizer,0.78,2,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C028,Maximizer,0.69,2,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C028,Maximizer,0.69,2,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C029,Maximizer,0.73,2,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,5000,popular
C029,Maximizer,0.73,2,P0016,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,4800,popular
C030,Maximizer,0.74,2,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C030,Maximizer,0.74,2,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C031,Maximizer,0.7,2,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,5000,popular
C031,Maximizer,0.7,2,P0016,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,4800,popular
C032,Maximizer,0.72,2,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C032,Maximizer,0.72,2,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C033,Maximizer,0.75,2,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,5000,popular
C033,Maximizer,0.75,2,P0016,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,4800,popular
C034,Maximizer,0.57,3,P0301,킬 커버 파운데이션,클리오,32000,4.8,6500,popular
C034,Maximizer,0.57,3,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,5800,popular
C034,Maximizer,0.57,3,P0317,래스팅 픽스 파운데이션,클리오,33000,4.8,5200,popular
C035,ValueSeeker,0.32,5,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,5000,popular
C035,ValueSeeker,0.32,5,P0016,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,4800,popular
C035,ValueSeeker,0.32,5,P0006,히알루론 스킨,토리든,21000,4.7,4500,popular
C035,ValueSeeker,0.32,5,P0035,리들샷 100 스킨,VT코스메틱,23000,4.7,4500,popular
C035,ValueSeeker,0.32,5,P0001,그린티 씨드 스킨,이니스프리,25000,4.7,4200,popular
C036,ValueSeeker,0.39,4,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C036,ValueSeeker,0.39,4,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C036,ValueSeeker,0.39,4,P0052,워터뱅크 로션,라네즈,39000,4.8,3900,popular
C036,ValueSeeker,0.39,4,P0061,수분 로션,코스알엑스,20000,4.7,3900,popular
C037,ValueSeeker,0.54,3,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,5000,popular
C037,ValueSeeker,0.54,3,P0016,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,4800,popular
C037,ValueSeeker,0.54,3,P0006,히알루론 스킨,토리든,21000,4.7,4500,popular
C038,ValueSeeker,0.31,5,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C038,ValueSeeker,0.31,5,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C038,ValueSeeker,0.31,5,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,4800,popular
C038,ValueSeeker,0.31,5,P0474,시카 바디워시,코스알엑스,19000,4.6,4500,popular
C038,ValueSeeker,0.31,5,P0453,시카 바디워시,코스알엑스,18000,4.6,4200,popular
C039,ValueSeeker,0.55,3,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,5000,popular
C039,ValueSeeker,0.55,3,P0016,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,4800,popular
C039,ValueSeeker,0.55,3,P0006,히알루론 스킨,토리든,21000,4.7,4500,popular
C040,ValueSeeker,0.55,3,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C040,ValueSeeker,0.55,3,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C040,ValueSeeker,0.55,3,P0272,워터 쿠션 SPF50,라네즈,40000,4.8,6100,popular
C041,ValueSeeker,0.54,3,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C041,ValueSeeker,0.54,3,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C041,ValueSeeker,0.54,3,P0052,워터뱅크 로션,라네즈,39000,4.8,3900,popular
C042,ValueSeeker,0.4,4,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C042,ValueSeeker,0.4,4,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,popular
C042,ValueSeeker,0.4,4,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3800,popular
C042,ValueSeeker,0.4,4,P0403,더마 스칼프 샴푸,닥터지,22000,4.6,3500,popular
C043,ValueSeeker,0.27,5,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C043,ValueSeeker,0.27,5,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C043,ValueSeeker,0.27,5,P0052,워터뱅크 로션,라네즈,39000,4.8,3900,popular
C043,ValueSeeker,0.27,5,P0061,수분 로션,코스알엑스,20000,4.7,3900,popular
C043,ValueSeeker,0.27,5,P0071,어성초 로션,아누아,26000,4.7,3900,popular
C044,ValueSeeker,0.32,5,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C044,ValueSeeker,0.32,5,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,popular
C044,ValueSeeker,0.32,5,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3800,popular
C044,ValueSeeker,0.32,5,P0403,더마 스칼프 샴푸,닥터지,22000,4.6,3500,popular
C044,ValueSeeker,0.32,5,P0429,민트 쿨링 샴푸,닥터지,22000,4.5,3400,popular
C045,ValueSeeker,0.31,5,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C045,ValueSeeker,0.31,5,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C045,ValueSeeker,0.31,5,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C045,ValueSeeker,0.31,5,P0104,그린티 마스크팩,이니스프리,2000,4.4,7000,popular
C045,ValueSeeker,0.31,5,P0122,시카 진정 마스크팩,코스알엑스,4500,4.7,6500,popular
C046,ValueSeeker,0.45,4,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C046,ValueSeeker,0.45,4,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C046,ValueSeeker,0.45,4,P0052,워터뱅크 로션,라네즈,39000,4.8,3900,popular
C046,ValueSeeker,0.45,4,P0061,수분 로션,코스알엑스,20000,4.7,3900,popular
C047,ValueSeeker,0.44,4,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,5000,popular
C047,ValueSeeker,0.44,4,P0016,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,4800,popular
C047,ValueSeeker,0.44,4,P0006,히알루론 스킨,토리든,21000,4.7,4500,popular
C047,ValueSeeker,0.44,4,P0035,리들샷 100 스킨,VT코스메틱,23000,4.7,4500,popular
C048,ValueSeeker,0.33,5,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C048,ValueSeeker,0.33,5,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,popular
C048,ValueSeeker,0.33,5,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3800,popular
C048,ValueSeeker,0.33,5,P0403,더마 스칼프 샴푸,닥터지,22000,4.6,3500,popular
C048,ValueSeeker,0.33,5,P0429,민트 쿨링 샴푸,닥터지,22000,4.5,3400,popular
C049,ValueSeeker,0.3,5,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C049,ValueSeeker,0.3,5,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C049,ValueSeeker,0.3,5,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C049,ValueSeeker,0.3,5,P0104,그린티 마스크팩,이니스프리,2000,4.4,7000,popular
C049,ValueSeeker,0.3,5,P0122,시카 진정 마스크팩,코스알엑스,4500,4.7,6500,popular
C050,ValueSeeker,0.28,5,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C050,ValueSeeker,0.28,5,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C050,ValueSeeker,0.28,5,P0272,워터 쿠션 SPF50,라네즈,40000,4.8,6100,popular
C050,ValueSeeker,0.28,5,P0253,워터 블러 쿠션,라네즈,38000,4.7,5500,popular
C050,ValueSeeker,0.28,5,P0292,롱웨어 쿠션,클리오,33000,4.8,5100,popular
C051,ValueSeeker,0.33,5,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C051,ValueSeeker,0.33,5,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,popular
C051,ValueSeeker,0.33,5,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3800,popular
C051,ValueSeeker,0.33,5,P0403,더마 스칼프 샴푸,닥터지,22000,4.6,3500,popular
C051,ValueSeeker,0.33,5,P0429,민트 쿨링 샴푸,닥터지,22000,4.5,3400,popular
C052,ValueSeeker,0.33,5,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C052,ValueSeeker,0.33,5,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,popular
C052,ValueSeeker,0.33,5,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3800,popular
C052,ValueSeeker,0.33,5,P0403,더마 스칼프 샴푸,닥터지,22000,4.6,3500,popular
C052,ValueSeeker,0.33,5,P0429,민트 쿨링 샴푸,닥터지,22000,4.5,3400,popular
C053,ValueSeeker,0.26,5,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C053,ValueSeeker,0.26,5,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C053,ValueSeeker,0.26,5,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C053,ValueSeeker,0.26,5,P0104,그린티 마스크팩,이니스프리,2000,4.4,7000,popular
C053,ValueSeeker,0.26,5,P0122,시카 진정 마스크팩,코스알엑스,4500,4.7,6500,popular
C054,ValueSeeker,0.47,4,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C054,ValueSeeker,0.47,4,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C054,ValueSeeker,0.47,4,P0052,워터뱅크 로션,라네즈,39000,4.8,3900,popular
C054,ValueSeeker,0.47,4,P0061,수분 로션,코스알엑스,20000,4.7,3900,popular
C055,ValueSeeker,0.52,3,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C055,ValueSeeker,0.52,3,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C055,ValueSeeker,0.52,3,P0272,워터 쿠션 SPF50,라네즈,40000,4.8,6100,popular
C056,ValueSeeker,0.26,5,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C056,ValueSeeker,0.26,5,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C056,ValueSeeker,0.26,5,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,4800,popular
C056,ValueSeeker,0.26,5,P0474,시카 바디워시,코스알엑스,19000,4.6,4500,popular
C056,ValueSeeker,0.26,5,P0453,시카 바디워시,코스알엑스,18000,4.6,4200,popular
C057,ValueSeeker,0.32,5,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C057,ValueSeeker,0.32,5,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C057,ValueSeeker,0.32,5,P0272,워터 쿠션 SPF50,라네즈,40000,4.8,6100,popular
C057,ValueSeeker,0.32,5,P0253,워터 블러 쿠션,라네즈,38000,4.7,5500,popular
C057,ValueSeeker,0.32,5,P0292,롱웨어 쿠션,클리오,33000,4.8,5100,popular
C058,ValueSeeker,0.53,3,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C058,ValueSeeker,0.53,3,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,popular
C058,ValueSeeker,0.53,3,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3800,popular
C059,ValueSeeker,0.26,5,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C059,ValueSeeker,0.26,5,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C059,ValueSeeker,0.26,5,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,4800,popular
C059,ValueSeeker,0.26,5,P0474,시카 바디워시,코스알엑스,19000,4.6,4500,popular
C059,ValueSeeker,0.26,5,P0453,시카 바디워시,코스알엑스,18000,4.6,4200,popular
C060,ValueSeeker,0.49,4,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C060,ValueSeeker,0.49,4,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C060,ValueSeeker,0.49,4,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C060,ValueSeeker,0.49,4,P0104,그린티 마스크팩,이니스프리,2000,4.4,7000,popular
C061,ValueSeeker,0.31,5,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C061,ValueSeeker,0.31,5,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C061,ValueSeeker,0.31,5,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,4800,popular
C061,ValueSeeker,0.31,5,P0474,시카 바디워시,코스알엑스,19000,4.6,4500,popular
C061,ValueSeeker,0.31,5,P0453,시카 바디워시,코스알엑스,18000,4.6,4200,popular
C062,ValueSeeker,0.45,4,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C062,ValueSeeker,0.45,4,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C062,ValueSeeker,0.45,4,P0052,워터뱅크 로션,라네즈,39000,4.8,3900,popular
C062,ValueSeeker,0.45,4,P0061,수분 로션,코스알엑스,20000,4.7,3900,popular
C063,ValueSeeker,0.36,4,P0301,킬 커버 파운데이션,클리오,32000,4.8,6500,popular
C063,ValueSeeker,0.36,4,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,5800,popular
C063,ValueSeeker,0.36,4,P0317,래스팅 픽스 파운데이션,클리오,33000,4.8,5200,popular
C063,ValueSeeker,0.36,4,P0322,워터 파운데이션,라네즈,41000,4.7,4300,popular
C064,ValueSeeker,0.42,4,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C064,ValueSeeker,0.42,4,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C064,ValueSeeker,0.42,4,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C064,ValueSeeker,0.42,4,P0104,그린티 마스크팩,이니스프리,2000,4.4,7000,popular
C065,ValueSeeker,0.47,4,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C065,ValueSeeker,0.47,4,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C065,ValueSeeker,0.47,4,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C065,ValueSeeker,0.47,4,P0104,그린티 마스크팩,이니스프리,2000,4.4,7000,popular
C066,ValueSeeker,0.31,5,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C066,ValueSeeker,0.31,5,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C066,ValueSeeker,0.31,5,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,4800,popular
C066,ValueSeeker,0.31,5,P0474,시카 바디워시,코스알엑스,19000,4.6,4500,popular
C066,ValueSeeker,0.31,5,P0453,시카 바디워시,코스알엑스,18000,4.6,4200,popular
C067,ValueSeeker,0.27,5,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C067,ValueSeeker,0.27,5,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C067,ValueSeeker,0.27,5,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C067,ValueSeeker,0.27,5,P0104,그린티 마스크팩,이니스프리,2000,4.4,7000,popular
C067,ValueSeeker,0.27,5,P0122,시카 진정 마스크팩,코스알엑스,4500,4.7,6500,popular
C068,ValueSeeker,0.4,4,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C068,ValueSeeker,0.4,4,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C068,ValueSeeker,0.4,4,P0272,워터 쿠션 SPF50,라네즈,40000,4.8,6100,popular
C068,ValueSeeker,0.4,4,P0253,워터 블러 쿠션,라네즈,38000,4.7,5500,popular
C069,LossAverse,0.46,4,P0422,어성초 두피 샴푸,아누아,21000,4.6,4300,popular
C069,LossAverse,0.46,4,P0404,어성초 두피 샴푸,아누아,19000,4.6,4100,popular
C069,LossAverse,0.46,4,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3800,popular
C069,LossAverse,0.46,4,P0403,더마 스칼프 샴푸,닥터지,22000,4.6,3500,popular
C070,LossAverse,0.56,3,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C070,LossAverse,0.56,3,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C070,LossAverse,0.56,3,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,4800,popular
C071,LossAverse,0.58,3,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C071,LossAverse,0.58,3,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C071,LossAverse,0.58,3,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,4800,popular
C072,LossAverse,0.55,3,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C072,LossAverse,0.55,3,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C072,LossAverse,0.55,3,P0272,워터 쿠션 SPF50,라네즈,40000,4.8,6100,popular
C073,LossAverse,0.65,2,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,5000,popular
C073,LossAverse,0.65,2,P0016,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,4800,popular
C074,LossAverse,0.41,4,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C074,LossAverse,0.41,4,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C074,LossAverse,0.41,4,P0052,워터뱅크 로션,라네즈,39000,4.8,3900,popular
C074,LossAverse,0.41,4,P0061,수분 로션,코스알엑스,20000,4.7,3900,popular
C075,LossAverse,0.57,3,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C075,LossAverse,0.57,3,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
C075,LossAverse,0.57,3,P0272,워터 쿠션 SPF50,라네즈,40000,4.8,6100,popular
C076,LossAverse,0.61,3,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C076,LossAverse,0.61,3,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C076,LossAverse,0.61,3,P0052,워터뱅크 로션,라네즈,39000,4.8,3900,popular
C077,LossAverse,0.56,3,P0301,킬 커버 파운데이션,클리오,32000,4.8,6500,popular
C077,LossAverse,0.56,3,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,5800,popular
C077,LossAverse,0.56,3,P0317,래스팅 픽스 파운데이션,클리오,33000,4.8,5200,popular
C078,LossAverse,0.64,3,P0062,어성초 77 로션,아누아,19800,4.7,4600,popular
C078,LossAverse,0.64,3,P0051,시카 로션,코스알엑스,21000,4.7,4100,popular
C078,LossAverse,0.64,3,P0052,워터뱅크 로션,라네즈,39000,4.8,3900,popular
C079,LossAverse,0.53,3,P0301,킬 커버 파운데이션,클리오,32000,4.8,6500,popular
C079,LossAverse,0.53,3,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,5800,popular
C079,LossAverse,0.53,3,P0317,래스팅 픽스 파운데이션,클리오,33000,4.8,5200,popular
C080,LossAverse,0.65,2,P0301,킬 커버 파운데이션,클리오,32000,4.8,6500,popular
C080,LossAverse,0.65,2,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,5800,popular
C081,LossAverse,0.42,4,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C081,LossAverse,0.42,4,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C081,LossAverse,0.42,4,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C081,LossAverse,0.42,4,P0104,그린티 마스크팩,이니스프리,2000,4.4,7000,popular
C082,LossAverse,0.67,2,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C082,LossAverse,0.67,2,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C083,LossAverse,0.61,3,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C083,LossAverse,0.61,3,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C083,LossAverse,0.61,3,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,4800,popular
C084,LossAverse,0.56,3,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C084,LossAverse,0.56,3,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C084,LossAverse,0.56,3,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C085,LossAverse,0.67,2,P0482,수분 바디워시,라네즈,29000,4.8,5800,popular
C085,LossAverse,0.67,2,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,5500,popular
C086,LossAverse,0.63,3,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C086,LossAverse,0.63,3,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C086,LossAverse,0.63,3,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C087,LossAverse,0.53,3,P0121,녹차 수분 마스크팩,이니스프리,2000,4.5,9000,popular
C087,LossAverse,0.53,3,P0111,알로에 수딩 젤 마스크팩,이니스프리,2200,4.5,8500,popular
C087,LossAverse,0.53,3,P0135,수분 폭탄 마스크팩,이니스프리,1800,4.4,7500,popular
C088,LossAverse,0.65,2,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,8200,popular
C088,LossAverse,0.65,2,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,7800,popular
